
0.00     0.00     0.00     0
21.14     21.25     21.92     1013
21.14     21.25     21.92     2027
21.14     21.25     22.03     3041
21.14     21.25     22.14     4055
21.14     21.25     22.36     5069
21.03     21.14     22.58     6083
21.03     21.14     22.81     7097
20.92     21.03     22.92     8112
20.81     21.03     23.14     9125
20.70     20.92     23.25     10139
20.59     20.92     23.48     11154
20.47     20.81     23.59     12168
20.25     20.81     23.82     13181
20.14     20.70     23.93     14196
20.03     20.70     24.15     15210
19.81     20.59     24.27     16225
19.70     20.59     24.38     17239
19.59     20.47     24.49     18252
19.37     20.47     24.60     19267
19.26     20.36     24.83     20281
19.04     20.25     24.83     21295
18.93     20.25     25.06     22309
18.71     20.25     25.17     23323
18.60     20.14     25.28     24337
18.38     20.03     25.40     25352
18.16     20.03     25.51     26365
17.94     19.92     25.62     27379
17.83     19.92     25.62     28394
17.62     19.81     25.85     29408
17.51     19.70     25.97     30422
17.29     19.70     26.08     31436
17.07     19.59     26.08     32450
16.96     19.59     26.19     33464
16.74     19.59     26.31     34479
16.52     19.48     26.42     35492
16.41     19.37     26.42     36507
16.19     19.37     26.65     37521
15.98     19.26     26.65     38535
15.76     19.15     26.77     39548
15.65     19.15     26.88     40563
15.43     19.04     26.88     41577
15.32     19.04     27.00     42591
14.99     18.93     27.11     43604
14.77     18.82     27.11     44619
14.66     18.82     27.23     45633
14.45     18.71     27.34     46647
14.34     18.71     27.46     47662
14.12     18.60     27.46     48675
13.90     18.60     27.57     49689
13.79     18.49     27.57     50703
13.57     18.49     27.80     51718
13.35     18.38     27.69     52731
13.14     18.27     27.80     53745
13.03     18.27     27.80     54760
12.81     18.16     27.92     55774
12.59     18.16     28.03     56787
12.37     18.05     28.03     57802
12.26     18.05     28.15     58816
12.04     17.94     28.15     59830
11.83     17.94     28.15     60844
11.72     17.83     28.27     61858
11.50     17.83     28.38     62872
11.28     17.73     28.38     63886
11.06     17.62     28.50     64900
10.95     17.62     28.50     65914
10.84     17.62     28.61     66928
10.62     17.51     28.61     67942
10.40     17.51     28.73     68956
10.29     17.40     28.73     69969
10.07     17.29     28.73     70984
9.96     17.29     28.85     71998
9.74     17.18     28.85     73012
9.52     17.18     28.85     74025
9.41     17.07     28.85     75039
9.19     17.07     28.96     76054
8.97     17.07     28.96     77068
8.86     16.85     29.08     78082
8.64     16.85     29.20     79096
8.53     16.74     29.08     80110
8.31     16.74     29.20     81125
8.20     16.63     29.20     82139
7.98     16.63     29.20     83152
7.86     16.52     29.31     84167
7.64     16.52     29.31     85181
7.42     16.52     29.31     86196
7.31     16.41     29.31     87209
7.20     16.30     29.31     88224
6.98     16.30     29.43     89238
6.86     16.19     29.43     90253
6.64     16.19     29.43     91267
6.53     16.19     29.55     92281
6.31     16.08     29.55     93295
6.20     16.08     29.55     94309
5.97     15.98     29.55     95323
5.86     15.98     29.67     96337
5.64     15.87     29.55     97351
5.52     15.87     29.67     98366
5.30     15.76     29.67     99380
5.19     15.76     29.67     100393
5.07     15.65     29.67     101408
4.85     15.65     29.78     102422
4.74     15.65     29.78     103436
4.62     15.43     29.90     104451
4.40     15.43     29.78     105464
4.28     15.32     29.78     106479
4.17     15.32     29.90     107493
3.94     15.32     29.90     108507
3.83     15.21     30.02     109521
3.72     15.21     29.90     110535
3.49     15.21     30.02     111550
3.37     15.10     30.02     112564
3.26     15.10     30.02     113577
3.03     14.99     30.02     114592
2.92     14.99     30.02     115606
2.80     14.88     30.14     116620
2.57     14.88     30.14     117635
2.46     14.77     30.14     118648
2.34     14.77     30.14     119662
2.23     14.66     30.14     120677
2.11     14.66     30.14     121691
1.88     14.56     30.26     122704
1.77     14.56     30.14     123719
1.65     14.56     30.14     124733
1.53     14.45     30.26     125747
1.42     14.45     30.14     126761
1.19     14.34     30.26     127775
1.07     14.34     30.26     128789
0.95     14.23     30.26     129804
0.84     14.23     30.37     130818
0.72     14.23     30.37     131831
0.60     14.12     30.37     132846
0.37     14.12     30.37     133860
0.25     14.01     30.37     134874
0.13     14.01     30.37     135887
0.02     13.90     30.37     136902
-0.10     13.90     30.49     137916
-0.22     13.79     30.49     138930
-0.34     13.79     30.49     139944
-0.46     13.68     30.49     140958
-0.57     13.68     30.49     141972
-0.81     13.68     30.49     142987
-0.93     13.57     30.49     144001
-1.05     13.57     30.49     145014
-1.17     13.46     30.49     146029
-1.29     13.46     30.49     147043
-1.41     13.46     30.61     148057
-1.53     13.35     30.61     149071
-1.65     13.35     30.61     150085
-1.77     13.25     30.61     151099
-1.77     13.25     30.61     152114
-2.01     13.14     30.61     153127
-2.13     13.14     30.61     154141
-2.25     13.14     30.61     155156
-2.25     13.03     30.61     156170
-2.37     13.03     30.73     157184
-2.61     13.03     30.61     158198
-2.61     13.03     30.73     159212
-2.86     12.92     30.73     160226
-2.86     12.81     30.73     161241
-2.98     12.81     30.61     162254
-3.10     12.81     30.73     163268
-3.22     12.81     30.73     164283
-3.34     12.70     30.73     165297
