0.00     0.00     0.00     0
5.19     15.32     27.46     1013
5.30     15.32     27.34     2027
5.30     15.32     27.34     3042
5.30     15.32     27.23     4056
5.30     15.43     27.23     5070
5.30     15.32     27.23     6084
5.30     15.43     27.34     7099
5.30     15.43     27.34     8113
5.30     15.43     27.46     9127
5.30     15.32     27.46     10141
5.19     15.32     27.46     11156
5.19     15.32     27.57     12170
5.19     15.32     27.57     13185
5.07     15.32     27.69     14198
5.07     15.32     27.69     15213
5.07     15.32     27.69     16227
5.07     15.32     27.69     17242
5.07     15.32     27.69     18255
5.07     15.32     27.57     19270
5.07     15.32     27.57     20285
5.07     15.32     27.57     21299
5.07     15.32     27.46     22313
5.07     15.32     27.46     23327
5.19     15.32     27.46     24342
5.19     15.32     27.34     25356
5.19     15.32     27.34     26371
5.19     15.32     27.34     27384
5.30     15.32     27.23     28399
5.30     15.32     27.23     29413
5.30     15.32     27.23     30428
5.30     15.32     27.34     31441
5.30     15.32     27.34     32456
5.30     15.32     27.34     33470
5.30     15.32     27.46     34485
5.19     15.32     27.46     35500
5.19     15.32     27.57     36513
5.19     15.32     27.57     37528
5.19     15.32     27.57     38542
5.07     15.32     27.57     39557
5.07     15.32     27.69     40570
5.07     15.32     27.69     41585
5.07     15.32     27.69     42599
5.07     15.32     27.57     43614
5.07     15.32     27.57     44627
5.07     15.32     27.57     45642
5.07     15.32     27.57     46657
5.07     15.32     27.46     47671
5.07     15.32     27.46     48686
5.19     15.32     27.34     49699
5.19     15.32     27.34     50714
5.30     15.32     27.34     51728
5.19     15.43     27.23     52743
5.30     15.32     27.23     53756
5.30     15.32     27.23     54771
5.30     15.32     27.34     55785
5.30     15.32     27.34     56800
5.30     15.32     27.34     57814
5.30     15.32     27.46     58828
5.19     15.32     27.46     59843
5.19     15.32     27.57     60857
5.19     15.32     27.57     61872
5.19     15.32     27.57     62885
5.07     15.32     27.57     63900
5.07     15.32     27.69     64914
5.07     15.32     27.69     65929
5.07     15.32     27.57     66942
5.07     15.32     27.46     67957
5.07     15.32     27.57     68971
5.07     15.32     27.57     69986
5.07     15.32     27.57     71001
5.07     15.32     27.46     72014
5.19     15.32     27.46     73029
5.19     15.32     27.34     74043
5.19     15.32     27.34     75058
5.19     15.32     27.34     76071
5.19     15.32     27.34     77086
5.30     15.32     27.34     78100
5.30     15.32     27.34     79115
5.30     15.32     27.34     80129
5.30     15.32     27.34     81143
5.30     15.32     27.23     82157
5.30     15.32     27.34     83172
5.19     15.32     27.46     84186
5.19     15.32     27.46     85200
5.19     15.32     27.57     86215
5.19     15.32     27.57     87229
5.07     15.32     27.57     88244
5.07     15.32     27.57     89257
5.07     15.21     27.57     90272
5.07     15.32     27.57     91286
5.07     15.32     27.57     92301
5.07     15.32     27.57     93315
5.07     15.32     27.57     94329
5.07     15.32     27.46     95344
5.07     15.32     27.46     96358
5.07     15.32     27.46     97373
5.19     15.32     27.34     98386
5.19     15.32     27.34     99401
5.19     15.32     27.23     100415
5.30     15.32     27.23     101430
5.30     15.43     27.23     102445
5.30     15.32     27.23     103458
5.30     15.32     27.23     104473
5.30     15.32     27.34     105487
5.30     15.32     27.34     106502
5.30     15.32     27.46     107515
5.30     15.32     27.46     108530
5.19     15.32     27.46     109544
5.19     15.32     27.57     110559
5.19     15.32     27.57     111574
5.07     15.32     27.57     112587
5.07     15.32     27.69     113602
5.07     15.32     27.69     114616
5.07     15.32     27.69     115631
5.07     15.32     27.69     116644
5.07     15.32     27.57     117659
5.07     15.32     27.57     118674
5.07     15.32     27.57     119688
5.07     15.32     27.46     120702
5.19     15.32     27.46     121716
5.19     15.32     27.46     122731
5.19     15.32     27.34     123746
5.19     15.32     27.34     124760
5.19     15.32     27.34     125774
5.19     15.32     27.34     126788
5.19     15.32     27.34     127803
5.19     15.32     27.34     128817
5.30     15.32     27.34     129831
5.30     15.32     27.34     130845
5.30     15.32     27.34     131860
5.30     15.32     27.46     132875
5.19     15.32     27.46     133889
5.19     15.32     27.46     134903
5.19     15.32     27.46     135917
5.19     15.32     27.57     136932
5.19     15.32     27.57     137947
5.19     15.32     27.57     138960
5.07     15.21     27.57     139975
5.07     15.32     27.69     140989
5.07     15.32     27.69     142004
5.07     15.32     27.69     143017
5.07     15.21     27.57     144032
5.19     15.32     27.57     145047
5.07     15.32     27.57     146061
5.19     15.32     27.57     147076
5.19     15.32     27.46     148089
5.19     15.32     27.46     149104
5.19     15.32     27.46     150119
5.19     15.32     27.34     151133
5.19     15.32     26.65     152147
5.19     15.32     27.46     153161
5.19     15.32     27.46     154176
5.19     15.32     27.46     155190
5.19     15.32     27.46     156205
5.19     15.32     27.46     157219
5.19     15.32     27.46     158233
5.19     15.32     27.46     159248

