22.92     23.93     0
23.03     24.04     1008
23.03     24.04     2018
23.03     24.15     3027
22.92     24.38     4037
22.92     24.72     5047
22.81     25.17     6055
22.70     25.62     7065
22.58     26.08     8075
22.36     26.42     9084
22.14     26.88     10094
22.03     27.23     11103
21.80     27.69     12112
21.58     27.92     13122
21.36     28.38     14132
21.25     28.61     15141
21.03     28.85     16150
20.81     29.08     17160
20.59     29.31     18169
20.36     29.55     19178
20.14     29.78     20188
19.92     29.90     21197
19.70     30.14     22207
19.37     30.37     23216
19.26     30.49     24225
19.04     30.61     25235
18.71     30.73     26244
18.49     30.97     27253
18.27     31.09     28263
18.05     31.21     29273
17.94     31.33     30281
17.62     31.44     31291
17.40     31.56     32301
17.29     31.56     33310
16.96     31.80     34319
16.74     31.92     35329
16.52     32.04     36338
16.30     32.16     37347
16.08     32.29     38356
15.87     32.29     39366
15.65     32.41     40375
15.43     32.53     41384
15.21     32.65     42394
14.99     32.65     43403
14.77     32.77     44412
14.56     32.89     45422
14.34     32.89     46431
14.23     33.01     47440
14.01     33.13     48450
13.79     33.26     49459
13.57     33.26     50468
13.35     33.38     51478
13.14     33.38     52488
13.03     33.50     53496
12.81     33.62     54506
12.59     33.62     55516
12.37     33.74     56524
12.15     33.74     57534
12.04     33.87     58544
11.83     33.87     59552
11.61     33.99     60562
11.50     33.87     61572
11.28     34.11     62580
11.06     34.11     63590
10.95     34.24     64600
10.73     34.24     65608
10.51     34.24     66618
10.40     34.36     67628
10.18     34.36     68636
10.07     34.48     69646
9.96     34.48     70656
9.74     34.61     71664
9.52     34.61     72674
9.41     34.73     73683
9.19     34.73     74693
9.08     34.73     75702
8.86     34.85     76711
8.75     34.85     77721
8.64     34.85     78731
8.42     34.85     79740
8.31     34.98     80749
8.09     34.98     81759
7.98     35.10     82768
7.86     35.10     83778
7.75     35.10     84788
7.53     35.23     85797
7.42     35.35     86807
7.20     35.35     87816
7.09     35.35     88825
6.98     35.35     89835
6.86     35.48     90845
6.75     35.48     91854
6.53     35.48     92864
6.42     35.48     93874
6.31     35.60     94883
6.08     35.60     95892
6.08     35.73     96902
5.86     35.73     97911
5.75     35.73     98921
5.64     35.73     99931
5.52     35.73     100939
5.41     35.85     101949
5.30     35.85     102959
5.19     35.85     103968
4.96     35.85     104978
4.96     35.98     105988
4.85     35.98     106997
4.74     36.10     108007
4.51     36.10     109017
4.51     36.10     110025
4.40     36.10     111035
4.17     36.10     112045
4.17     36.23     113054
4.06     36.23     114064
3.94     36.23     115074
3.83     36.23     116083
3.72     36.23     117093
3.60     36.36     118103
3.49     36.36     119111
3.37     36.36     120121
3.26     36.36     121131
3.15     36.36     122140
3.03     36.48     123150
3.03     36.36     124158
2.92     36.48     125168
2.80     36.61     126178
2.69     36.48     127187
2.57     36.61     128197
2.46     36.61     129206
2.34     36.61     130215
2.34     36.61     131225
2.23     36.61     132235
2.11     36.61     133244
2.11     36.74     134254
2.00     36.74     135263
1.88     36.74     136272
1.77     36.74     137282
1.77     36.86     138292
1.65     36.86     139301
1.53     36.99     140310
1.42     36.86     141320
1.30     36.86     142329
1.30     36.86     143339
1.19     36.86     144349
1.07     36.99     145357
1.07     36.99     146367
0.95     36.99     147377
0.84     36.99     148386
0.84     36.99     149395
0.72     36.99     150405
0.72     36.99     151414
0.60     37.12     152424
0.49     37.12     153434
0.49     37.12     154442
